source,FLOPS
lam=0.0001,156
lam=0.0001,148
lam=0.0001,157
lam=0.0001,204
lam=0.0001,156
lam=0.0001,180
lam=0.0001,148
lam=0.0001,139
lam=0.0001,149
lam=0.0001,170
lam=0.0005,30
lam=0.0005,35
lam=0.0005,32
lam=0.0005,26
lam=0.0005,37
lam=0.0005,42
lam=0.0005,35
lam=0.0005,38
lam=0.0005,42
lam=0.0005,42
lam=0.0010,17
lam=0.0010,15
lam=0.0010,18
lam=0.0010,16
lam=0.0010,18
lam=0.0010,16
lam=0.0010,15
lam=0.0010,16
lam=0.0010,15
lam=0.0010,15
